occupation,location,income,welfare,working_experience,education,industry,section,scale,category
设计,浙江,10.2,FALSE,3-5年,高中及以下,房地产/建筑,不需要融资,100以下,媒体与创意类
设计,未知,5.4,FALSE,1-3年,大专,广告/传媒/文化/体育,不需要融资,100以下,媒体与创意类
设计,广东,21,TRUE,1-3年,大专,房地产/建筑,不需要融资,100以下,媒体与创意类
设计,北京,4.745,FALSE,1年以内,大专,房地产/建筑,未融资,100以下,媒体与创意类
设计,天津,7.2,TRUE,1-3年,大专,广告/传媒/文化/体育,不需要融资,100以下,媒体与创意类
设计,重庆,3,FALSE,经验不限,大专,房地产/建筑,不需要融资,100-499,媒体与创意类
设计,四川,15,FALSE,1-3年,高中及以下,房地产/建筑,天使轮,100以下,媒体与创意类
设计,内蒙古,7.8,FALSE,经验不限,大专,服务业,未融资,100以下,媒体与创意类
设计,江苏,6,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未融资,100以下,媒体与创意类
设计,浙江,8.4,FALSE,1年以内,大专,房地产/建筑,不需要融资,100以下,媒体与创意类
设计,浙江,13.5,TRUE,1-3年,高中及以下,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,广东,7.8,TRUE,3-5年,大专,互联网/IT/电子/通信,不需要融资,100以下,媒体与创意类
设计,山东,7.8,FALSE,3-5年,学历不限,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,陕西,11.4,FALSE,1-3年,大专,房地产/建筑,未融资,100以下,媒体与创意类
设计,河北,5.4,TRUE,1-3年,本科,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
设计,山东,7.8,FALSE,经验不限,大专,房地产/建筑,未融资,100以下,媒体与创意类
设计,浙江,10.2,TRUE,1-3年,本科,房地产/建筑,未融资,500以上,媒体与创意类
设计,未知,7.2,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,媒体与创意类
设计,河北,3.6,FALSE,1-3年,大专,房地产/建筑,未知,100以下,媒体与创意类
设计,深圳,12.6,TRUE,1-3年,本科,房地产/建筑,不需要融资,100以下,媒体与创意类
设计,广东,6,FALSE,3-5年,大专,房地产/建筑,未融资,100-499,媒体与创意类
设计,辽宁,2.4,FALSE,经验不限,学历不限,房地产/建筑,未融资,100以下,媒体与创意类
设计,江苏,18.2,TRUE,3-5年,大专,互联网/IT/电子/通信,不需要融资,100以下,媒体与创意类
设计,陕西,5.4,FALSE,1年以内,大专,互联网/IT/电子/通信,未知,100以下,媒体与创意类
设计,重庆,15,TRUE,1年以内,大专,政府/非盈利机构/其他,不需要融资,100-499,媒体与创意类
设计,四川,6.6,TRUE,经验不限,学历不限,房地产/建筑,未知,100以下,媒体与创意类
设计,湖北,6,FALSE,经验不限,本科,机械/制造,未知,100以下,媒体与创意类
设计,江苏,10.2,TRUE,5年以上,本科,互联网/IT/电子/通信,未融资,100以下,媒体与创意类
设计,湖南,8.4,FALSE,3-5年,大专,房地产/建筑,不需要融资,100以下,媒体与创意类
设计,深圳,9.6,TRUE,3-5年,大专,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
设计,甘肃,4.8,FALSE,1-3年,高中及以下,广告/传媒/文化/体育,不需要融资,100以下,媒体与创意类
设计,新疆,10.2,FALSE,1-3年,学历不限,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,湖北,3,FALSE,经验不限,大专,房地产/建筑,未融资,100以下,媒体与创意类
设计,广西,6.6,TRUE,1-3年,高中及以下,交通/物流/贸易/零售,不需要融资,100以下,媒体与创意类
设计,陕西,9.6,FALSE,1-3年,大专,房地产/建筑,未知,100以下,媒体与创意类
设计,广东,6.6,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,媒体与创意类
设计,湖北,7.2,FALSE,1-3年,学历不限,房地产/建筑,未知,100以下,媒体与创意类
设计,广东,12.6,TRUE,3-5年,大专,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
设计,湖北,6,FALSE,1年以内,高中及以下,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
设计,安徽,10.2,FALSE,1年以内,高中及以下,房地产/建筑,未知,100以下,媒体与创意类
设计,山西,4.2,FALSE,1-3年,高中及以下,房地产/建筑,未知,100以下,媒体与创意类
设计,浙江,7.8,FALSE,1-3年,高中及以下,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,河北,4.8,FALSE,1-3年,大专,互联网/IT/电子/通信,已上市,100-499,媒体与创意类
设计,上海,15,FALSE,5年以上,大专,互联网/IT/电子/通信,未融资,100-499,媒体与创意类
设计,浙江,7.8,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,媒体与创意类
设计,山西,3.6,FALSE,1-3年,学历不限,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,河南,9,FALSE,经验不限,大专,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,北京,26,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,媒体与创意类
设计,北京,6.6,FALSE,1-3年,本科,广告/传媒/文化/体育,未知,100以下,媒体与创意类
设计,吉林,3,FALSE,经验不限,学历不限,广告/传媒/文化/体育,不需要融资,100以下,媒体与创意类
设计,山东,7.2,TRUE,经验不限,学历不限,政府/非盈利机构/其他,不需要融资,100以下,媒体与创意类
设计,江苏,7.8,TRUE,1-3年,本科,房地产/建筑,未融资,100以下,媒体与创意类
设计,辽宁,6,TRUE,3-5年,本科,交通/物流/贸易/零售,未融资,100以下,媒体与创意类
经理,深圳,19.2,FALSE,1-3年,高中及以下,金融,未融资,100-499,商务与管理类
银行职员,广东,6,TRUE,经验不限,学历不限,政府/非盈利机构/其他,未知,100以下,服务与支持类
银行职员,河北,7.2,TRUE,经验不限,高中及以下,金融,未融资,100-499,服务与支持类
会计,江苏,7.8,FALSE,1-3年,大专,房地产/建筑,未融资,500以上,其他职业类
银行职员,浙江,9,TRUE,经验不限,大专,金融,不需要融资,100以下,服务与支持类
银行职员,江西,4.2,TRUE,1-3年,学历不限,金融,不需要融资,100-499,服务与支持类
银行职员,宁夏,9,TRUE,经验不限,高中及以下,金融,未融资,100-499,服务与支持类
银行职员,上海,24.75,TRUE,1年以内,高中及以下,金融,已上市,500以上,服务与支持类
经理,河南,7.8,FALSE,经验不限,学历不限,金融,不需要融资,100以下,商务与管理类
顾问,山东,5.4,TRUE,3-5年,本科,政府/非盈利机构/其他,不需要融资,100以下,法务与咨询类
银行职员,江苏,13.8,FALSE,经验不限,学历不限,金融,未知,100以下,服务与支持类
银行职员,山东,68.25,FALSE,1-3年,本科,金融,不需要融资,100以下,服务与支持类
顾问,四川,9,TRUE,经验不限,高中及以下,金融,已上市,500以上,法务与咨询类
顾问,天津,12,FALSE,经验不限,学历不限,专业服务,未融资,100以下,法务与咨询类
顾问,深圳,16.25,TRUE,1-3年,学历不限,金融,未融资,100以下,法务与咨询类
顾问,黑龙江,7.8,TRUE,经验不限,高中及以下,金融,已上市,500以上,法务与咨询类
银行职员,湖南,9,FALSE,经验不限,高中及以下,金融,未知,500以上,服务与支持类
银行职员,云南,5.4,FALSE,经验不限,学历不限,金融,不需要融资,100-499,服务与支持类
顾问,山东,15,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,江苏,15,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
银行职员,江苏,9,FALSE,经验不限,高中及以下,政府/非盈利机构/其他,不需要融资,100-499,服务与支持类
顾问,浙江,21.6,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
银行职员,内蒙古,5.4,FALSE,1-3年,学历不限,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,未知,7.8,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
银行职员,江苏,9,TRUE,经验不限,高中及以下,金融,未知,100以下,服务与支持类
银行职员,河北,13.8,FALSE,经验不限,学历不限,金融,不需要融资,100以下,服务与支持类
操作工人,内蒙古,3,FALSE,经验不限,学历不限,服务业,未知,100以下,其他职业类
顾问,河南,12.6,FALSE,经验不限,高中及以下,金融,未知,100以下,法务与咨询类
顾问,内蒙古,10.2,TRUE,1年以内,大专,金融,不需要融资,100以下,法务与咨询类
顾问,江苏,10.2,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
保安,广西,3,FALSE,1-3年,高中及以下,服务业,未知,500以上,服务与支持类
顾问,浙江,11.4,TRUE,1-3年,高中及以下,专业服务,未融资,100以下,法务与咨询类
经理,湖北,12.6,FALSE,1-3年,研究生,金融,未知,100以下,商务与管理类
顾问,四川,15,FALSE,经验不限,学历不限,专业服务,未知,100以下,法务与咨询类
银行职员,浙江,4.8,FALSE,1年以内,大专,金融,未知,500以上,服务与支持类
银行职员,浙江,7.2,FALSE,经验不限,大专,金融,未融资,100以下,服务与支持类
顾问,浙江,8.4,TRUE,经验不限,学历不限,房地产/建筑,未融资,100-499,法务与咨询类
顾问,广东,15,FALSE,经验不限,学历不限,金融,不需要融资,100-499,法务与咨询类
经理,江苏,4.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100-499,商务与管理类
顾问,新疆,7.2,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,福建,9,TRUE,经验不限,学历不限,金融,不需要融资,500以上,法务与咨询类
顾问,黑龙江,7.2,FALSE,经验不限,大专,房地产/建筑,未知,100以下,法务与咨询类
顾问,山东,21.6,TRUE,1-3年,大专,金融,未融资,100-499,法务与咨询类
顾问,云南,7.8,FALSE,3-5年,本科,金融,未知,100以下,法务与咨询类
经理,浙江,12.6,TRUE,经验不限,大专,金融,已上市,500以上,商务与管理类
顾问,吉林,5.4,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
经理,山西,10.8,TRUE,经验不限,大专,交通/物流/贸易/零售,不需要融资,100-499,商务与管理类
顾问,河北,8.4,FALSE,1-3年,高中及以下,专业服务,未知,100以下,法务与咨询类
银行职员,未知,5.4,FALSE,经验不限,学历不限,金融,未知,100以下,服务与支持类
银行职员,江西,10.2,TRUE,经验不限,大专,政府/非盈利机构/其他,不需要融资,500以上,服务与支持类
顾问,四川,6,TRUE,经验不限,高中及以下,服务业,未知,100-499,法务与咨询类
经理,上海,10.8,TRUE,1-3年,大专,金融,不需要融资,500以上,商务与管理类
顾问,广东,9,FALSE,经验不限,高中及以下,金融,不需要融资,100以下,法务与咨询类
经理,浙江,12.6,FALSE,经验不限,本科,金融,未知,100以下,商务与管理类
经理,河北,15,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,商务与管理类
银行职员,河北,6,TRUE,经验不限,高中及以下,金融,不需要融资,500以上,服务与支持类
顾问,福建,7.8,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
经理,江苏,22.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,商务与管理类
顾问,山东,12.6,FALSE,1-3年,高中及以下,金融,不需要融资,100以下,法务与咨询类
顾问,湖北,12.6,TRUE,经验不限,大专,金融,未融资,500以上,法务与咨询类
顾问,江苏,9.6,FALSE,经验不限,高中及以下,金融,不需要融资,100以下,法务与咨询类
顾问,河南,7.8,FALSE,经验不限,大专,金融,不需要融资,500以上,法务与咨询类
银行职员,山东,4.8,FALSE,1-3年,大专,服务业,未知,100以下,服务与支持类
顾问,安徽,11.4,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,山东,6.6,FALSE,经验不限,高中及以下,金融,不需要融资,100以下,法务与咨询类
顾问,上海,10.2,TRUE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
银行职员,山东,9,TRUE,经验不限,高中及以下,专业服务,未融资,500以上,服务与支持类
经理,浙江,10.2,FALSE,经验不限,本科,金融,未知,100以下,商务与管理类
经理,江苏,12,TRUE,经验不限,学历不限,金融,不需要融资,500以上,商务与管理类
银行职员,四川,11.4,TRUE,经验不限,学历不限,金融,不需要融资,500以上,服务与支持类
顾问,广东,20.4,FALSE,经验不限,高中及以下,金融,未知,100以下,法务与咨询类
经理,山东,10.2,TRUE,1年以内,学历不限,互联网/IT/电子/通信,不需要融资,100以下,商务与管理类
顾问,云南,12.6,FALSE,经验不限,大专,金融,天使轮,100以下,法务与咨询类
顾问,山东,12.6,TRUE,1-3年,大专,金融,不需要融资,100以下,法务与咨询类
顾问,浙江,12.6,TRUE,经验不限,大专,金融,未知,500以上,法务与咨询类
经理,江西,7.2,TRUE,经验不限,学历不限,金融,未融资,100以下,商务与管理类
经理,河南,6.6,FALSE,经验不限,高中及以下,金融,未知,100以下,商务与管理类
银行职员,山西,11.4,FALSE,1年以内,高中及以下,金融,未知,100以下,服务与支持类
顾问,山东,11.4,TRUE,经验不限,大专,金融,未融资,100以下,法务与咨询类
银行职员,浙江,8.4,FALSE,经验不限,学历不限,专业服务,未知,100以下,服务与支持类
银行职员,湖南,7.8,TRUE,经验不限,学历不限,专业服务,不需要融资,500以上,服务与支持类
银行职员,浙江,9.6,TRUE,1年以内,本科,金融,未知,100以下,服务与支持类
银行职员,山西,4.8,TRUE,1年以内,大专,服务业,不需要融资,100以下,服务与支持类
银行职员,甘肃,7.8,TRUE,经验不限,高中及以下,金融,不需要融资,100以下,服务与支持类
顾问,福建,12.35,TRUE,经验不限,学历不限,金融,不需要融资,100-499,法务与咨询类
银行职员,陕西,15,TRUE,经验不限,本科,金融,已上市,100以下,服务与支持类
顾问,北京,15,FALSE,经验不限,学历不限,金融,未知,100以下,法务与咨询类
顾问,河南,15,TRUE,1-3年,大专,金融,不需要融资,100以下,法务与咨询类
银行职员,浙江,7.2,FALSE,经验不限,高中及以下,金融,不需要融资,100以下,服务与支持类
顾问,江西,9.6,TRUE,经验不限,学历不限,金融,未融资,500以上,法务与咨询类
顾问,山东,6.6,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,四川,7.2,TRUE,1年以内,大专,专业服务,未知,100以下,法务与咨询类
顾问,贵州,1.8,FALSE,经验不限,高中及以下,金融,不需要融资,100以下,法务与咨询类
顾问,江苏,9,TRUE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,贵州,7.8,FALSE,经验不限,学历不限,金融,未知,100以下,法务与咨询类
保安,河南,3,FALSE,1-3年,高中及以下,金融,未知,100以下,服务与支持类
顾问,山西,12.6,FALSE,1年以内,高中及以下,金融,未知,100以下,法务与咨询类
经理,山东,15,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,商务与管理类
银行职员,未知,5.4,FALSE,1年以内,本科,金融,未融资,100以下,服务与支持类
银行职员,浙江,6.6,TRUE,1-3年,大专,金融,已上市,100以下,服务与支持类
银行职员,江苏,25.2,TRUE,经验不限,学历不限,金融,未融资,100以下,服务与支持类
顾问,贵州,9.6,TRUE,1-3年,大专,金融,A轮,100-499,法务与咨询类
顾问,北京,21,TRUE,1-3年,大专,专业服务,未融资,100-499,法务与咨询类
顾问,广东,9.6,TRUE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,宁夏,7.8,FALSE,经验不限,高中及以下,专业服务,未融资,100以下,法务与咨询类
顾问,浙江,7.8,FALSE,经验不限,高中及以下,金融,未知,100以下,法务与咨询类
顾问,内蒙古,6.6,FALSE,经验不限,学历不限,房地产/建筑,未融资,100以下,法务与咨询类
顾问,江苏,6.6,TRUE,经验不限,学历不限,服务业,未融资,100以下,法务与咨询类
银行职员,四川,12.6,TRUE,经验不限,大专,金融,C轮,500以上,服务与支持类
顾问,江苏,36,TRUE,经验不限,学历不限,金融,未融资,100以下,法务与咨询类
经理,深圳,36,TRUE,经验不限,学历不限,金融,不需要融资,100-499,商务与管理类
顾问,湖南,7.8,TRUE,1年以内,大专,金融,不需要融资,100以下,法务与咨询类
顾问,贵州,9,TRUE,1-3年,大专,金融,未知,100以下,法务与咨询类
顾问,北京,34.45,TRUE,1-3年,本科,教育培训,不需要融资,100以下,法务与咨询类
顾问,江苏,12.6,TRUE,经验不限,高中及以下,金融,不需要融资,500以上,法务与咨询类
银行职员,重庆,7.15,TRUE,1-3年,大专,专业服务,不需要融资,100以下,服务与支持类
银行职员,广东,11.05,TRUE,经验不限,学历不限,金融,未融资,500以上,服务与支持类
经理,湖南,8.4,TRUE,1年以内,大专,金融,不需要融资,100以下,商务与管理类
工程师,广东,12.6,TRUE,3-5年,本科,互联网/IT/电子/通信,已上市,500以上,技术与工程类
顾问,深圳,11.4,TRUE,经验不限,学历不限,服务业,不需要融资,500以上,法务与咨询类
银行职员,广东,9,TRUE,经验不限,本科,金融,未融资,100以下,服务与支持类
银行职员,贵州,12.6,TRUE,经验不限,高中及以下,专业服务,不需要融资,100以下,服务与支持类
银行职员,山西,13.8,TRUE,3-5年,本科,互联网/IT/电子/通信,已上市,500以上,服务与支持类
银行职员,浙江,4.2,TRUE,1年以内,大专,互联网/IT/电子/通信,不需要融资,500以上,服务与支持类
顾问,安徽,9.6,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
顾问,贵州,6.6,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,500以上,法务与咨询类
顾问,福建,13.65,TRUE,1年以内,大专,金融,不需要融资,500以上,法务与咨询类
银行职员,江苏,15,TRUE,3-5年,大专,互联网/IT/电子/通信,A轮,100-499,服务与支持类
顾问,贵州,4.8,FALSE,经验不限,学历不限,房地产/建筑,未知,100以下,法务与咨询类
经理,上海,51,TRUE,经验不限,大专,金融,未融资,100以下,商务与管理类
银行职员,河南,9.6,TRUE,经验不限,高中及以下,金融,不需要融资,500以上,服务与支持类
顾问,湖北,8.4,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
银行职员,湖北,12.6,TRUE,经验不限,高中及以下,金融,未融资,500以上,服务与支持类
银行职员,山东,12.6,TRUE,经验不限,大专,金融,未融资,100-499,服务与支持类
银行职员,河北,11.4,FALSE,经验不限,高中及以下,金融,未知,100以下,服务与支持类
顾问,山东,10.8,FALSE,经验不限,学历不限,金融,未知,100-499,法务与咨询类
顾问,河北,11.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,已上市,500以上,法务与咨询类
银行职员,江苏,9,TRUE,经验不限,学历不限,教育培训,不需要融资,100以下,服务与支持类
顾问,安徽,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,500以上,法务与咨询类
银行职员,广东,12.6,TRUE,经验不限,学历不限,金融,不需要融资,100以下,服务与支持类
经理,浙江,13.8,FALSE,经验不限,本科,金融,未融资,100-499,商务与管理类
顾问,四川,12.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
银行职员,深圳,15,TRUE,经验不限,大专,金融,不需要融资,500以上,服务与支持类
顾问,重庆,9.6,TRUE,经验不限,学历不限,金融,未融资,100以下,法务与咨询类
经理,山东,10.2,TRUE,经验不限,高中及以下,金融,未知,100以下,商务与管理类
顾问,浙江,10.2,FALSE,1年以内,学历不限,金融,不需要融资,100以下,法务与咨询类
数据分析师,北京,39,TRUE,5年以上,本科,金融,不需要融资,500以上,技术与工程类
经理,山东,15,FALSE,经验不限,大专,服务业,未知,100以下,商务与管理类
顾问,山东,9,FALSE,经验不限,本科,金融,未知,100以下,法务与咨询类
经理,浙江,20.15,TRUE,1-3年,大专,金融,不需要融资,500以上,商务与管理类
顾问,广东,12.6,TRUE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
经理,广东,12.6,FALSE,经验不限,学历不限,金融,未知,500以上,商务与管理类
顾问,广东,9,FALSE,1-3年,大专,金融,不需要融资,100以下,法务与咨询类
经理,甘肃,6,TRUE,经验不限,大专,金融,未融资,500以上,商务与管理类
经理,山东,15,TRUE,经验不限,学历不限,金融,A轮,100以下,商务与管理类
会计,北京,12,TRUE,1-3年,本科,互联网/IT/电子/通信,不需要融资,500以上,其他职业类
顾问,湖南,15,FALSE,经验不限,学历不限,金融,天使轮,100以下,法务与咨询类
银行职员,深圳,16.8,TRUE,3-5年,本科,金融,不需要融资,100-499,服务与支持类
顾问,上海,11.4,TRUE,经验不限,高中及以下,金融,已上市,500以上,法务与咨询类
银行职员,山东,24,TRUE,3-5年,本科,金融,已上市,500以上,服务与支持类
经理,辽宁,9,TRUE,经验不限,本科,金融,不需要融资,100-499,商务与管理类
顾问,浙江,11.4,TRUE,经验不限,大专,金融,已上市,500以上,法务与咨询类
经理,安徽,10.2,TRUE,经验不限,学历不限,金融,未知,100以下,商务与管理类
顾问,吉林,12.6,FALSE,经验不限,高中及以下,金融,未融资,100-499,法务与咨询类
顾问,河南,12,TRUE,1-3年,大专,专业服务,未知,100以下,法务与咨询类
经理,浙江,9,TRUE,1-3年,本科,金融,未融资,100以下,商务与管理类
顾问,浙江,15,FALSE,经验不限,学历不限,金融,未融资,100以下,法务与咨询类
顾问,内蒙古,12.6,FALSE,经验不限,学历不限,金融,未知,100以下,法务与咨询类
银行职员,山东,10.2,TRUE,1-3年,本科,政府/非盈利机构/其他,天使轮,100以下,服务与支持类
经理,浙江,10.2,TRUE,1-3年,大专,专业服务,未融资,500以上,商务与管理类
经理,广东,30,FALSE,5年以上,学历不限,金融,未知,100以下,商务与管理类
经理,浙江,5.4,FALSE,经验不限,高中及以下,金融,未知,100以下,商务与管理类
顾问,江苏,27,TRUE,经验不限,大专,金融,不需要融资,100以下,法务与咨询类
顾问,湖北,10.2,TRUE,5年以上,本科,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,福建,5.4,TRUE,经验不限,学历不限,房地产/建筑,未知,100以下,法务与咨询类
经理,天津,9,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,500以上,商务与管理类
顾问,江苏,15,FALSE,经验不限,学历不限,金融,未知,100以下,法务与咨询类
经理,安徽,9,TRUE,经验不限,学历不限,金融,不需要融资,100以下,商务与管理类
银行职员,四川,27,FALSE,1-3年,大专,交通/物流/贸易/零售,不需要融资,100以下,服务与支持类
顾问,河北,12.6,TRUE,1-3年,高中及以下,房地产/建筑,未融资,100-499,法务与咨询类
顾问,江西,10.8,TRUE,经验不限,大专,金融,未融资,500以上,法务与咨询类
银行职员,湖南,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,服务与支持类
经理,辽宁,4.8,FALSE,经验不限,大专,能源/化工/环保,未融资,100以下,商务与管理类
顾问,河南,6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未知,100-499,法务与咨询类
银行职员,贵州,8.4,TRUE,经验不限,大专,金融,不需要融资,100以下,服务与支持类
顾问,辽宁,12.6,TRUE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,辽宁,6.6,TRUE,经验不限,学历不限,专业服务,未融资,100以下,法务与咨询类
顾问,河南,6.6,FALSE,经验不限,大专,专业服务,不需要融资,100以下,法务与咨询类
经理,河南,15,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,商务与管理类
银行职员,江苏,4.5625,FALSE,1年以内,研究生,交通/物流/贸易/零售,未知,100以下,服务与支持类
经理,山东,10.8,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,500以上,商务与管理类
经理,宁夏,9,TRUE,经验不限,大专,金融,已上市,500以上,商务与管理类
经理,黑龙江,9,TRUE,1-3年,大专,金融,不需要融资,500以上,商务与管理类
经理,江苏,4.8,TRUE,经验不限,大专,互联网/IT/电子/通信,未融资,100-499,商务与管理类
银行职员,江苏,66,TRUE,经验不限,本科,金融,未融资,500以上,服务与支持类
顾问,广东,15,TRUE,1-3年,高中及以下,金融,未融资,100以下,法务与咨询类
经理,重庆,27,TRUE,1-3年,大专,金融,不需要融资,500以上,商务与管理类
顾问,广东,7.8,FALSE,1-3年,学历不限,金融,未知,100以下,法务与咨询类
银行职员,云南,3,TRUE,经验不限,学历不限,房地产/建筑,不需要融资,500以上,服务与支持类
顾问,江西,10.8,TRUE,经验不限,大专,金融,未知,100以下,法务与咨询类
经理,浙江,11.4,TRUE,经验不限,大专,金融,未融资,500以上,商务与管理类
顾问,未知,10.8,FALSE,经验不限,学历不限,金融,不需要融资,100-499,法务与咨询类
银行职员,广东,27,TRUE,3-5年,研究生,金融,未融资,100以下,服务与支持类
顾问,浙江,15,FALSE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,甘肃,8.4,FALSE,经验不限,大专,广告/传媒/文化/体育,未融资,100以下,法务与咨询类
顾问,江西,9,TRUE,1年以内,学历不限,金融,未融资,100-499,法务与咨询类
银行职员,湖南,15,TRUE,5年以上,学历不限,交通/物流/贸易/零售,不需要融资,100以下,服务与支持类
银行职员,深圳,33,FALSE,1-3年,本科,金融,未知,100以下,服务与支持类
顾问,吉林,5.4,FALSE,1年以内,大专,金融,未融资,100以下,法务与咨询类
顾问,贵州,7.8,FALSE,经验不限,大专,专业服务,未知,100以下,法务与咨询类
顾问,江苏,4.2,TRUE,经验不限,学历不限,专业服务,天使轮,100以下,法务与咨询类
程序员,江西,17.4,TRUE,5年以上,本科,互联网/IT/电子/通信,不需要融资,500以上,技术与工程类
顾问,山东,9,FALSE,经验不限,学历不限,金融,未知,100以下,法务与咨询类
顾问,浙江,15,FALSE,经验不限,学历不限,专业服务,未知,100以下,法务与咨询类
顾问,广东,12.6,FALSE,1-3年,大专,服务业,未融资,100以下,法务与咨询类
顾问,安徽,12.6,FALSE,1-3年,学历不限,专业服务,A轮,100以下,法务与咨询类
经理,河南,4.2,FALSE,经验不限,学历不限,金融,未融资,100以下,商务与管理类
顾问,辽宁,9,FALSE,经验不限,学历不限,金融,未融资,100-499,法务与咨询类
银行职员,四川,11.4,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,500以上,服务与支持类
顾问,江苏,11.4,TRUE,经验不限,学历不限,金融,不需要融资,100以下,法务与咨询类
顾问,河南,6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,广东,15,TRUE,经验不限,学历不限,金融,未融资,100以下,法务与咨询类
顾问,广东,21.6,TRUE,经验不限,高中及以下,金融,未融资,100-499,法务与咨询类
顾问,安徽,12,TRUE,1-3年,大专,金融,不需要融资,500以上,法务与咨询类
顾问,安徽,7.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,福建,9,FALSE,经验不限,学历不限,服务业,不需要融资,100以下,法务与咨询类
银行职员,四川,10.8,FALSE,经验不限,学历不限,专业服务,未知,100-499,服务与支持类
保安,贵州,3,FALSE,1-3年,高中及以下,服务业,未融资,100-499,服务与支持类
工程师,陕西,13.8,TRUE,1-3年,本科,互联网/IT/电子/通信,已上市,500以上,技术与工程类
顾问,浙江,10.2,FALSE,经验不限,学历不限,金融,未知,500以上,法务与咨询类
工程师,北京,18.6,TRUE,1-3年,本科,互联网/IT/电子/通信,不需要融资,500以上,技术与工程类
顾问,福建,12.6,TRUE,经验不限,学历不限,金融,不需要融资,100-499,法务与咨询类
经理,广东,7.2,TRUE,经验不限,高中及以下,金融,不需要融资,500以上,商务与管理类
顾问,河南,9,TRUE,经验不限,学历不限,金融,未融资,100-499,法务与咨询类
银行职员,江苏,21,FALSE,5年以上,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
银行职员,江苏,6.6,TRUE,1-3年,大专,金融,不需要融资,500以上,服务与支持类
顾问,湖南,6.6,FALSE,1年以内,高中及以下,服务业,不需要融资,100以下,法务与咨询类
顾问,福建,21,TRUE,经验不限,学历不限,专业服务,不需要融资,100-499,法务与咨询类
经理,内蒙古,12.6,FALSE,1-3年,学历不限,专业服务,未融资,100以下,商务与管理类
顾问,山西,15,FALSE,1年以内,大专,金融,未知,100以下,法务与咨询类
经理,海南,10.2,FALSE,经验不限,大专,金融,未知,100-499,商务与管理类
