"","职位","位置","年薪","福利","已有工作经验","学历","公司行业","融资阶段","公司规模","职业类别","log_salary","log_年薪"
"9150","工商管理","西部地区",15,TRUE,"5年以上","本科","金融互联网","正在融资","100-499","商务与工程类",2.70805020110221,2.70805020110221
"9151","工商管理","东部地区",9,TRUE,"3-5年","大专","金融互联网","准备融资","100-499","商务与工程类",2.19722457733622,2.19722457733622
"9152","工商管理","西部地区",6.6,FALSE,"1-3年","大专","媒体教培","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"9153","工商管理","东部地区",4.8,FALSE,"1-3年","高中及以下","媒体教培","准备融资","100以下","商务与工程类",1.56861591791385,1.56861591791385
"9154","设计","中部地区",9,FALSE,"1-3年","高中及以下","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9155","设计","中部地区",7.8,FALSE,"1年以内","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9156","设计","南部地区",4.2,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9157","设计","东北地区",5.4,FALSE,"1年以内","大专","公共服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9158","设计","东部地区",9,FALSE,"经验不限","学历不限","商业服务","已上市","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9159","设计","东部地区",7.8,FALSE,"1-3年","本科","商业服务","未知","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9160","设计","东部地区",4.2,TRUE,"1-3年","学历不限","商业服务","准备融资","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9161","设计","中部地区",9,FALSE,"1-3年","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9162","设计","中部地区",5.4,FALSE,"1-3年","大专","媒体教培","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9163","设计","中部地区",4.8,FALSE,"3-5年","大专","媒体教培","未知","100以下","媒体与培训类",1.56861591791385,1.56861591791385
"9164","设计","东部地区",10.2,TRUE,"1-3年","大专","商业服务","正在融资","500以上","媒体与培训类",2.32238772029023,2.32238772029023
"9165","设计","东部地区",9,TRUE,"1年以内","本科","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9166","设计","南部地区",7.2,FALSE,"3-5年","高中及以下","商业服务","准备融资","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9167","设计","南部地区",6.6,FALSE,"1年以内","学历不限","金融互联网","不需要融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9168","设计","中部地区",9,FALSE,"1-3年","学历不限","公共服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9169","设计","东部地区",9,TRUE,"1年以内","大专","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9170","设计","南部地区",18.6,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.92316158071916,2.92316158071916
"9171","设计","南部地区",10.2,FALSE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9172","设计","东部地区",12.6,FALSE,"1年以内","本科","商业服务","不需要融资","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9173","设计","东部地区",9,TRUE,"3-5年","学历不限","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9174","设计","南部地区",11.4,TRUE,"1-3年","大专","金融互联网","准备融资","100-499","媒体与培训类",2.43361335540045,2.43361335540045
"9175","设计","东部地区",7.8,FALSE,"5年以上","本科","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9176","设计","东部地区",12.6,FALSE,"经验不限","本科","商业服务","未知","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9177","设计","西部地区",6,FALSE,"1-3年","大专","媒体教培","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9178","设计","东北地区",5.4,TRUE,"经验不限","大专","商业服务","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9179","设计","中部地区",10.8,FALSE,"1年以内","高中及以下","商业服务","准备融资","100-499","媒体与培训类",2.37954613413017,2.37954613413017
"9180","设计","东部地区",4.8,FALSE,"经验不限","大专","媒体教培","未知","100以下","媒体与培训类",1.56861591791385,1.56861591791385
"9181","设计","南部地区",8.4,FALSE,"1年以内","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.12823170584927,2.12823170584927
"9182","设计","东部地区",15,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",2.70805020110221,2.70805020110221
"9183","设计","东部地区",15,TRUE,"经验不限","学历不限","商业服务","已上市","100-499","媒体与培训类",2.70805020110221,2.70805020110221
"9184","设计","东部地区",11.4,FALSE,"5年以上","学历不限","媒体教培","未知","100以下","媒体与培训类",2.43361335540045,2.43361335540045
"9185","设计","中部地区",6.6,FALSE,"1-3年","大专","商业服务","正在融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9186","设计","东部地区",5.4,TRUE,"经验不限","大专","媒体教培","不需要融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9187","设计","中部地区",4.8,FALSE,"1-3年","大专","商业服务","不需要融资","100以下","媒体与培训类",1.56861591791385,1.56861591791385
"9188","设计","东部地区",11.4,FALSE,"3-5年","本科","商业服务","准备融资","100以下","媒体与培训类",2.43361335540045,2.43361335540045
"9189","设计","东部地区",8.4,FALSE,"5年以上","本科","商业服务","不需要融资","100以下","媒体与培训类",2.12823170584927,2.12823170584927
"9190","设计","东部地区",9,FALSE,"1-3年","大专","商业服务","准备融资","100-499","媒体与培训类",2.19722457733622,2.19722457733622
"9191","设计","东部地区",6.6,FALSE,"经验不限","高中及以下","商业服务","未知","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9192","设计","南部地区",9,FALSE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9193","设计","中部地区",12,FALSE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.484906649788,2.484906649788
"9194","设计","东部地区",6.6,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9195","设计","南部地区",9,TRUE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9196","设计","东部地区",5.4,FALSE,"3-5年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9197","设计","西部地区",10.2,FALSE,"1-3年","学历不限","金融互联网","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9198","设计","东部地区",6.6,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9199","设计","中部地区",9,TRUE,"经验不限","大专","商业服务","已上市","500以上","媒体与培训类",2.19722457733622,2.19722457733622
"9200","设计","南部地区",9,FALSE,"1-3年","本科","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9201","设计","中部地区",12,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",2.484906649788,2.484906649788
"9202","设计","中部地区",9,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9203","设计","南部地区",9,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9204","设计","南部地区",10.2,FALSE,"1年以内","学历不限","商业服务","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9205","设计","西部地区",6.6,FALSE,"经验不限","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9206","设计","西部地区",8.4,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.12823170584927,2.12823170584927
"9207","设计","南部地区",9.6,TRUE,"1-3年","大专","商业服务","准备融资","100-499","媒体与培训类",2.26176309847379,2.26176309847379
"9208","设计","南部地区",4.8,FALSE,"经验不限","本科","媒体教培","不需要融资","100以下","媒体与培训类",1.56861591791385,1.56861591791385
"9209","设计","南部地区",9,TRUE,"3-5年","学历不限","商业服务","不需要融资","100-499","媒体与培训类",2.19722457733622,2.19722457733622
"9210","设计","南部地区",10.2,FALSE,"5年以上","学历不限","商业服务","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9211","设计","中部地区",6.6,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9212","设计","中部地区",6.6,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9213","设计","中部地区",5.4,FALSE,"3-5年","大专","媒体教培","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9214","设计","西部地区",5.4,FALSE,"经验不限","学历不限","商业服务","不需要融资","500以上","媒体与培训类",1.68639895357023,1.68639895357023
"9215","设计","西部地区",8.4,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",2.12823170584927,2.12823170584927
"9216","设计","东部地区",11.7,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",2.45958884180371,2.45958884180371
"9217","设计","中部地区",6.6,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9218","设计","东部地区",17.4,FALSE,"3-5年","高中及以下","商业服务","未知","100以下","媒体与培训类",2.85647020622048,2.85647020622048
"9219","设计","西部地区",9,FALSE,"1-3年","大专","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9220","设计","东北地区",3,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",1.09861228866811,1.09861228866811
"9221","设计","中部地区",8.4,FALSE,"1-3年","本科","商业服务","不需要融资","100以下","媒体与培训类",2.12823170584927,2.12823170584927
"9222","设计","中部地区",7.8,TRUE,"1年以内","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9223","设计","南部地区",4.2,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9224","设计","南部地区",5.4,TRUE,"3-5年","学历不限","商业服务","不需要融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9225","设计","中部地区",5.4,FALSE,"1-3年","大专","商业服务","不需要融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9226","设计","西部地区",11.4,FALSE,"3-5年","大专","商业服务","准备融资","500以上","媒体与培训类",2.43361335540045,2.43361335540045
"9227","设计","中部地区",7.8,FALSE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9228","设计","东部地区",13.2,FALSE,"3-5年","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.58021682959233,2.58021682959233
"9229","设计","中部地区",6,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9230","设计","南部地区",7.8,FALSE,"3-5年","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9231","设计","东北地区",6.6,TRUE,"1-3年","本科","金融互联网","不需要融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9232","设计","中部地区",5.4,TRUE,"1年以内","学历不限","商业服务","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9233","设计","东部地区",9.75,TRUE,"1-3年","本科","商业服务","准备融资","100以下","媒体与培训类",2.27726728500976,2.27726728500976
"9234","设计","东部地区",6.6,FALSE,"1-3年","高中及以下","商业服务","准备融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9235","设计","东部地区",9,TRUE,"1-3年","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9236","设计","中部地区",15,TRUE,"1-3年","学历不限","商业服务","准备融资","100-499","媒体与培训类",2.70805020110221,2.70805020110221
"9237","设计","东部地区",21.6,FALSE,"3-5年","本科","商业服务","不需要融资","100-499","媒体与培训类",3.07269331469012,3.07269331469012
"9238","设计","东部地区",7.8,FALSE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9239","设计","中部地区",10.8,FALSE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.37954613413017,2.37954613413017
"9240","设计","东部地区",7.8,TRUE,"经验不限","大专","机械制造","准备融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9241","设计","中部地区",6.6,TRUE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9242","设计","中部地区",4.2,FALSE,"1-3年","大专","金融互联网","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9243","设计","南部地区",5.4,TRUE,"3-5年","学历不限","金融互联网","准备融资","100-499","媒体与培训类",1.68639895357023,1.68639895357023
"9244","设计","中部地区",9,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9245","设计","南部地区",4.2,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9246","设计","中部地区",9,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9247","设计","中部地区",7.8,FALSE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9248","设计","中部地区",7.2,FALSE,"1-3年","学历不限","商业服务","准备融资","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9249","设计","东部地区",5.4,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9250","设计","东部地区",7.2,FALSE,"经验不限","学历不限","商业服务","不需要融资","100-499","媒体与培训类",1.97408102602201,1.97408102602201
"9251","设计","西部地区",10.2,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9252","设计","东部地区",6.6,FALSE,"经验不限","高中及以下","公共服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9253","设计","南部地区",7.8,FALSE,"1-3年","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9254","设计","南部地区",7.8,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9255","设计","中部地区",3.6,FALSE,"经验不限","学历不限","媒体教培","未知","100以下","媒体与培训类",1.28093384546206,1.28093384546206
"9256","设计","东部地区",6.6,FALSE,"经验不限","本科","机械制造","未知","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9257","设计","中部地区",5.4,FALSE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9258","设计","东部地区",6.6,TRUE,"经验不限","学历不限","商业服务","不需要融资","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9259","设计","东北地区",4.2,TRUE,"3-5年","本科","商业服务","不需要融资","100-499","媒体与培训类",1.43508452528932,1.43508452528932
"9260","设计","东部地区",6.6,TRUE,"1年以内","大专","商业服务","准备融资","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9261","设计","西部地区",6,FALSE,"经验不限","学历不限","公共服务","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9262","设计","东部地区",9,TRUE,"1年以内","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9263","设计","南部地区",7.8,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9264","设计","东部地区",3.6,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",1.28093384546206,1.28093384546206
"9265","设计","中部地区",8.2125,TRUE,"1年以内","大专","商业服务","准备融资","100以下","媒体与培训类",2.10565738381073,2.10565738381073
"9266","设计","东部地区",12.6,TRUE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9267","设计","东部地区",9,TRUE,"5年以上","大专","商业服务","不需要融资","500以上","媒体与培训类",2.19722457733622,2.19722457733622
"9268","设计","东部地区",5.4,TRUE,"1-3年","大专","媒体教培","不需要融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9269","设计","中部地区",5.4,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9270","设计","东部地区",9,TRUE,"1-3年","大专","商业服务","不需要融资","500以上","媒体与培训类",2.19722457733622,2.19722457733622
"9271","设计","东部地区",7.8,FALSE,"1-3年","学历不限","公共服务","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9272","设计","中部地区",6.6,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9273","设计","中部地区",6.6,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9274","设计","南部地区",7.2,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9275","设计","中部地区",15,TRUE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.70805020110221,2.70805020110221
"9276","设计","东部地区",27,FALSE,"3-5年","大专","商业服务","准备融资","100以下","媒体与培训类",3.29583686600433,3.29583686600433
"9277","设计","中部地区",10.2,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9278","设计","中部地区",7.2,FALSE,"1年以内","学历不限","商业服务","准备融资","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9279","设计","西部地区",45,FALSE,"3-5年","本科","金融互联网","准备融资","500以上","媒体与培训类",3.80666248977032,3.80666248977032
"9280","设计","东部地区",15,FALSE,"1-3年","本科","商业服务","准备融资","100以下","媒体与培训类",2.70805020110221,2.70805020110221
"9281","设计","中部地区",9,FALSE,"3-5年","大专","商业服务","不需要融资","100-499","媒体与培训类",2.19722457733622,2.19722457733622
"9282","设计","中部地区",5.4,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9283","设计","中部地区",6,FALSE,"1-3年","高中及以下","公共服务","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9284","设计","西部地区",6.6,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9285","设计","东北地区",11.4,TRUE,"经验不限","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.43361335540045,2.43361335540045
"9286","设计","南部地区",7.2,FALSE,"1年以内","本科","商业服务","准备融资","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9287","设计","南部地区",5.4,TRUE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9288","设计","中部地区",15,TRUE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.70805020110221,2.70805020110221
"9289","设计","东部地区",7.8,FALSE,"1-3年","高中及以下","商业服务","准备融资","100-499","媒体与培训类",2.05412373369555,2.05412373369555
"9290","设计","西部地区",6,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9291","设计","南部地区",12.6,FALSE,"1-3年","本科","商业服务","未知","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9292","设计","西部地区",6.5,FALSE,"1-3年","大专","媒体教培","未知","100以下","媒体与培训类",1.87180217690159,1.87180217690159
"9293","设计","中部地区",4.8,FALSE,"1-3年","大专","商业服务","准备融资","500以上","媒体与培训类",1.56861591791385,1.56861591791385
"9294","设计","中部地区",6.6,TRUE,"经验不限","大专","公共服务","准备融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9295","设计","东部地区",5.4,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9296","设计","南部地区",9,FALSE,"1年以内","大专","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9297","设计","中部地区",7.2,FALSE,"1-3年","本科","商业服务","准备融资","500以上","媒体与培训类",1.97408102602201,1.97408102602201
"9298","设计","西部地区",7.15,FALSE,"经验不限","学历不限","商业服务","不需要融资","100-499","媒体与培训类",1.96711235670592,1.96711235670592
"9299","设计","东北地区",2.4,TRUE,"1-3年","学历不限","商业服务","不需要融资","100以下","媒体与培训类",0.8754687373539,0.8754687373539
"9300","设计","东部地区",12,TRUE,"3-5年","大专","商业服务","不需要融资","100以下","媒体与培训类",2.484906649788,2.484906649788
"9301","设计","中部地区",9,FALSE,"经验不限","学历不限","商业服务","不需要融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9302","设计","东部地区",12.6,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9303","设计","东部地区",9,FALSE,"1年以内","本科","商业服务","准备融资","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9304","设计","中部地区",6.6,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9305","设计","东部地区",7.8,FALSE,"经验不限","学历不限","商业服务","未知","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9306","设计","南部地区",12.6,FALSE,"1年以内","学历不限","商业服务","准备融资","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9307","设计","中部地区",7.8,TRUE,"1-3年","大专","媒体教培","准备融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9308","设计","南部地区",6,FALSE,"经验不限","高中及以下","商业服务","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9309","设计","中部地区",6.6,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9310","设计","东部地区",13.8,FALSE,"5年以上","本科","商业服务","未知","100以下","媒体与培训类",2.62466859216316,2.62466859216316
"9311","设计","东部地区",13.8,FALSE,"3-5年","本科","商业服务","未知","100-499","媒体与培训类",2.62466859216316,2.62466859216316
"9312","设计","中部地区",27,FALSE,"经验不限","学历不限","商业服务","不需要融资","100-499","媒体与培训类",3.29583686600433,3.29583686600433
"9313","设计","中部地区",5.4,FALSE,"1年以内","大专","公共服务","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9314","设计","东部地区",24,FALSE,"经验不限","本科","商业服务","准备融资","500以上","媒体与培训类",3.17805383034795,3.17805383034795
"9315","设计","中部地区",7.8,FALSE,"3-5年","高中及以下","商业服务","未知","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9316","设计","中部地区",10.2,FALSE,"1年以内","学历不限","商业服务","未知","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9317","设计","南部地区",7.8,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9318","设计","东部地区",4.2,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9319","设计","中部地区",10.2,FALSE,"3-5年","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",2.32238772029023,2.32238772029023
"9320","设计","东部地区",7.2,FALSE,"经验不限","本科","公共服务","未知","100以下","媒体与培训类",1.97408102602201,1.97408102602201
"9321","设计","东部地区",15,TRUE,"1-3年","本科","商业服务","准备融资","100以下","媒体与培训类",2.70805020110221,2.70805020110221
"9322","设计","东部地区",32.5,FALSE,"5年以上","学历不限","媒体教培","不需要融资","500以上","媒体与培训类",3.48124008933569,3.48124008933569
"9323","设计","中部地区",6,FALSE,"1-3年","大专","商业服务","未知","100-499","媒体与培训类",1.79175946922805,1.79175946922805
"9324","设计","中部地区",3,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",1.09861228866811,1.09861228866811
"9325","设计","中部地区",9,FALSE,"1-3年","大专","机械制造","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9326","设计","南部地区",12,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","媒体与培训类",2.484906649788,2.484906649788
"9327","设计","东部地区",12.6,FALSE,"5年以上","高中及以下","商业服务","未知","100以下","媒体与培训类",2.53369681395743,2.53369681395743
"9328","设计","南部地区",6.6,FALSE,"3-5年","大专","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9329","设计","东部地区",9.6,FALSE,"1-3年","高中及以下","商业服务","不需要融资","100以下","媒体与培训类",2.26176309847379,2.26176309847379
"9330","设计","东部地区",7.2,FALSE,"1-3年","大专","商业服务","已上市","100-499","媒体与培训类",1.97408102602201,1.97408102602201
"9331","设计","南部地区",10.8,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","媒体与培训类",2.37954613413017,2.37954613413017
"9332","设计","东部地区",9,FALSE,"经验不限","大专","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9333","设计","中部地区",5.4,FALSE,"1-3年","学历不限","媒体教培","未知","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9334","设计","东部地区",9.75,FALSE,"1-3年","大专","商业服务","准备融资","100以下","媒体与培训类",2.27726728500976,2.27726728500976
"9335","设计","中部地区",7.8,FALSE,"3-5年","本科","商业服务","准备融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9336","设计","中部地区",6.6,TRUE,"经验不限","大专","商业服务","准备融资","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9337","设计","东部地区",6.6,FALSE,"1-3年","本科","金融互联网","未知","100-499","媒体与培训类",1.88706964903238,1.88706964903238
"9338","设计","中部地区",6.6,FALSE,"1-3年","大专","媒体教培","准备融资","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9339","设计","西部地区",6.6,TRUE,"经验不限","学历不限","商业服务","准备融资","500以上","媒体与培训类",1.88706964903238,1.88706964903238
"9340","设计","中部地区",7.8,FALSE,"1-3年","大专","商业服务","不需要融资","100-499","媒体与培训类",2.05412373369555,2.05412373369555
"9341","设计","东部地区",4.8,FALSE,"1-3年","大专","媒体教培","准备融资","100以下","媒体与培训类",1.56861591791385,1.56861591791385
"9342","设计","东部地区",10.8,FALSE,"3-5年","本科","金融互联网","未知","100-499","媒体与培训类",2.37954613413017,2.37954613413017
"9343","设计","西部地区",6.6,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9344","设计","中部地区",7.8,FALSE,"1-3年","大专","媒体教培","不需要融资","100以下","媒体与培训类",2.05412373369555,2.05412373369555
"9345","设计","南部地区",6,FALSE,"1-3年","大专","媒体教培","未知","100以下","媒体与培训类",1.79175946922805,1.79175946922805
"9346","设计","西部地区",6.6,TRUE,"1-3年","高中及以下","媒体教培","未知","100以下","媒体与培训类",1.88706964903238,1.88706964903238
"9347","设计","中部地区",7.8,TRUE,"1-3年","本科","商业服务","准备融资","100-499","媒体与培训类",2.05412373369555,2.05412373369555
"9348","设计","中部地区",9,FALSE,"1-3年","高中及以下","商业服务","未知","100以下","媒体与培训类",2.19722457733622,2.19722457733622
"9349","设计","东部地区",9.6,FALSE,"1-3年","学历不限","商业服务","未知","100以下","媒体与培训类",2.26176309847379,2.26176309847379
"9350","设计","东部地区",5.4,TRUE,"经验不限","大专","商业服务","准备融资","100以下","媒体与培训类",1.68639895357023,1.68639895357023
"9351","设计","东部地区",10.8,FALSE,"1-3年","大专","金融互联网","不需要融资","100以下","媒体与培训类",2.37954613413017,2.37954613413017
"9352","设计","中部地区",4.2,FALSE,"1-3年","大专","商业服务","未知","100以下","媒体与培训类",1.43508452528932,1.43508452528932
"9353","设计","南部地区",4.8,FALSE,"1-3年","大专","媒体教培","未知","100以下","媒体与培训类",1.56861591791385,1.56861591791385
